CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,LAT_DEC,LON_DEC
1,Aguascalientes,1,Aguascalientes,21.879823,-102.296047
1,Aguascalientes,2,Asientos,22.238317,-102.089275
1,Aguascalientes,3,Calvillo,21.846907,-102.718751
1,Aguascalientes,4,Cosío,22.366409,-102.300044
1,Aguascalientes,5,Jesús María,21.961273,-102.343416
1,Aguascalientes,6,Pabellón de Arteaga,22.149202,-102.276542
1,Aguascalientes,7,Rincón de Romos,22.229233,-102.323069
1,Aguascalientes,8,San José de Gracia,22.150216,-102.415634
1,Aguascalientes,9,Tepezalá,22.224228,-102.166971
1,Aguascalientes,10,El Llano,21.918869,-101.965307
1,Aguascalientes,11,San Francisco de los Romo,22.072393,-102.272678
2,Baja California,1,Ensenada,31.808944,-116.595134
2,Baja California,2,Mexicali,32.641176,-115.475579
2,Baja California,3,Tecate,32.572679,-116.62655
2,Baja California,4,Tijuana,32.532461,-117.018913
2,Baja California,5,Playas de Rosarito,32.363684,-117.054459
3,Baja California Sur,1,Comondú,25.034434,-111.673218
3,Baja California Sur,2,Mulegé,27.336868,-112.268275
3,Baja California Sur,3,La Paz,24.142222,-110.310833
3,Baja California Sur,8,Los Cabos,23.061591,-109.694749
3,Baja California Sur,9,Loreto,26.012778,-111.343333
4,Campeche,1,Calkiní,20.371226,-90.050739
4,Campeche,2,Campeche,19.844814,-90.539649
4,Campeche,3,Carmen,18.637789,-91.83645
4,Campeche,4,Champotón,19.356219,-90.723891
4,Campeche,5,Hecelchakán,20.176966,-90.134517
4,Campeche,6,Hopelchén,19.745548,-89.845044
4,Campeche,7,Palizada,18.253598,-92.090902
4,Campeche,8,Tenabo,20.039677,-90.225763
4,Campeche,9,Escárcega,18.604315,-90.732001
4,Campeche,10,Calakmul,18.505371,-89.397276
4,Campeche,11,Candelaria,18.183451,-91.046294
5,Coahuila de Zaragoza,1,Abasolo,27.181944,-101.426389
5,Coahuila de Zaragoza,2,Acuña,29.330006,-100.978258
5,Coahuila de Zaragoza,3,Allende,28.347222,-100.854167
5,Coahuila de Zaragoza,4,Arteaga,25.450621,-100.849623
5,Coahuila de Zaragoza,5,Candela,26.840278,-100.663889
5,Coahuila de Zaragoza,6,Castaños,26.785278,-101.430556
5,Coahuila de Zaragoza,7,Cuatro Ciénegas,26.985833,-102.066667
5,Coahuila de Zaragoza,8,Escobedo,27.234722,-101.4125
5,Coahuila de Zaragoza,9,Francisco I. Madero,25.775,-103.273056
5,Coahuila de Zaragoza,10,Frontera,26.926111,-101.449444
5,Coahuila de Zaragoza,11,General Cepeda,25.379908,-101.479292
5,Coahuila de Zaragoza,12,Guerrero,28.308418,-100.378726
5,Coahuila de Zaragoza,13,Hidalgo,27.791681,-99.876055
5,Coahuila de Zaragoza,14,Jiménez,29.070308,-100.674228
5,Coahuila de Zaragoza,15,Juárez,27.606506,-100.72712
5,Coahuila de Zaragoza,16,Lamadrid,27.048494,-101.793599
5,Coahuila de Zaragoza,17,Matamoros,25.528136,-103.230384
5,Coahuila de Zaragoza,18,Monclova,26.901242,-101.417224
5,Coahuila de Zaragoza,19,Morelos,28.410104,-100.886631
5,Coahuila de Zaragoza,20,Múzquiz,27.87755,-101.516518
5,Coahuila de Zaragoza,21,Nadadores,27.029031,-101.592023
5,Coahuila de Zaragoza,22,Nava,28.421875,-100.767554
5,Coahuila de Zaragoza,23,Ocampo,27.311215,-102.397405
5,Coahuila de Zaragoza,24,Parras,25.437381,-102.184169
5,Coahuila de Zaragoza,25,Piedras Negras,28.708093,-100.528441
5,Coahuila de Zaragoza,26,Progreso,27.428978,-100.987233
5,Coahuila de Zaragoza,27,Ramos Arizpe,25.543234,-100.950782
5,Coahuila de Zaragoza,28,Sabinas,27.848888,-101.119989
5,Coahuila de Zaragoza,29,Sacramento,27.004439,-101.725036
5,Coahuila de Zaragoza,30,Saltillo,25.421665,-100.999721
5,Coahuila de Zaragoza,31,San Buenaventura,27.060257,-101.550029
5,Coahuila de Zaragoza,32,San Juan de Sabinas,27.92939,-101.303293
5,Coahuila de Zaragoza,33,San Pedro,25.757778,-102.983157
5,Coahuila de Zaragoza,34,Sierra Mojada,27.286877,-103.701457
5,Coahuila de Zaragoza,35,Torreón,25.541753,-103.453061
5,Coahuila de Zaragoza,36,Viesca,25.343605,-102.80635
5,Coahuila de Zaragoza,37,Villa Unión,28.220498,-100.725155
5,Coahuila de Zaragoza,38,Zaragoza,28.487043,-100.917622
6,Colima,1,Armería,18.937073,-103.964997
6,Colima,2,Colima,19.242922,-103.728119
6,Colima,3,Comala,19.323199,-103.758801
6,Colima,4,Coquimatlán,19.200979,-103.810541
6,Colima,5,Cuauhtémoc,19.328774,-103.601861
6,Colima,6,Ixtlahuacán,19.001184,-103.738593
6,Colima,7,Manzanillo,19.053206,-104.316381
6,Colima,8,Minatitlán,19.38611,-104.049637
6,Colima,9,Tecomán,18.910503,-103.873548
6,Colima,10,Villa de Álvarez,19.264776,-103.736759
7,Chiapas,1,Acacoyagua,15.340965,-92.674617
7,Chiapas,2,Acala,16.551674,-92.807508
7,Chiapas,3,Acapetahua,15.282838,-92.689132
7,Chiapas,4,Altamirano,16.73592,-92.038594
7,Chiapas,5,Amatán,17.372848,-92.819123
7,Chiapas,6,Amatenango de la Frontera,15.435011,-92.115158
7,Chiapas,7,Amatenango del Valle,16.528501,-92.435491
7,Chiapas,8,Angel Albino Corzo,15.872644,-92.72508
7,Chiapas,9,Arriaga,16.236065,-93.899473
7,Chiapas,10,Bejucal de Ocampo,15.455393,-92.158407
7,Chiapas,11,Bella Vista,15.582928,-92.244765
7,Chiapas,12,Berriozábal,16.800321,-93.273271
7,Chiapas,13,Bochil,16.996383,-92.890219
7,Chiapas,14,El Bosque,17.06221,-92.721409
7,Chiapas,15,Cacahoatán,14.989789,-92.16811
7,Chiapas,16,Catazajá,17.728321,-92.016366
7,Chiapas,17,Cintalapa,16.698682,-93.720428
7,Chiapas,18,Coapilla,17.130791,-93.159022
7,Chiapas,19,Comitán de Domínguez,16.252461,-92.135835
7,Chiapas,20,La Concordia,16.116716,-92.687934
7,Chiapas,21,Copainalá,17.093611,-93.210556
7,Chiapas,22,Chalchihuitán,16.963405,-92.618395
7,Chiapas,23,Chamula,16.7875,-92.689167
7,Chiapas,24,Chanal,16.660062,-92.259942
7,Chiapas,25,Chapultenango,17.340401,-93.130078
7,Chiapas,26,Chenalhó,16.894277,-92.626148
7,Chiapas,27,Chiapa de Corzo,16.707958,-93.015959
7,Chiapas,28,Chiapilla,16.570493,-92.720025
7,Chiapas,29,Chicoasén,16.967255,-93.105235
7,Chiapas,30,Chicomuselo,15.744936,-92.283287
7,Chiapas,31,Chilón,17.105491,-92.271528
7,Chiapas,32,Escuintla,15.319269,-92.658558
7,Chiapas,33,Francisco León,17.350176,-93.309558
7,Chiapas,34,Frontera Comalapa,15.660164,-92.14105
7,Chiapas,35,Frontera Hidalgo,14.777838,-92.175983
7,Chiapas,36,La Grandeza,15.51013,-92.22588
7,Chiapas,37,Huehuetán,15.01852,-92.384181
7,Chiapas,38,Huixtán,16.712151,-92.454597
7,Chiapas,39,Huitiupán,17.173232,-92.685932
7,Chiapas,40,Huixtla,15.138028,-92.466011
7,Chiapas,41,La Independencia,16.253935,-92.023452
7,Chiapas,42,Ixhuatán,17.293271,-93.008382
7,Chiapas,43,Ixtacomitán,17.430751,-93.096559
7,Chiapas,44,Ixtapa,16.803525,-92.905903
7,Chiapas,45,Ixtapangajoya,17.497539,-93.001666
7,Chiapas,46,Jiquipilas,16.667721,-93.650475
7,Chiapas,47,Jitotol,17.067968,-92.862336
7,Chiapas,49,Larráinzar,16.884446,-92.713258
7,Chiapas,50,La Libertad,17.690136,-91.719062
7,Chiapas,51,Mapastepec,15.441134,-92.891606
7,Chiapas,52,Las Margaritas,16.315947,-91.981568
7,Chiapas,53,Mazapa de Madero,15.387966,-92.187735
7,Chiapas,54,Mazatán,14.863025,-92.449471
7,Chiapas,55,Metapa,14.837314,-92.190945
7,Chiapas,56,Mitontic,16.864471,-92.629651
7,Chiapas,57,Motozintla,15.363167,-92.247744
7,Chiapas,58,Nicolás Ruíz,16.437073,-92.585347
7,Chiapas,59,Ocosingo,16.908038,-92.095827
7,Chiapas,60,Ocotepec,17.225029,-93.164405
7,Chiapas,61,Ocozocoautla de Espinosa,16.761462,-93.375653
7,Chiapas,62,Ostuacán,17.405591,-93.337136
7,Chiapas,63,Osumacinta,16.935467,-93.091337
7,Chiapas,64,Oxchuc,16.786119,-92.334917
7,Chiapas,65,Palenque,17.509133,-91.981033
7,Chiapas,66,Pantelhó,17.006659,-92.46958
7,Chiapas,67,Pantepec,17.188092,-93.049546
7,Chiapas,68,Pichucalco,17.508551,-93.117768
7,Chiapas,69,Pijijiapan,15.691674,-93.209317
7,Chiapas,70,El Porvenir,15.456367,-92.27964
7,Chiapas,71,Villa Comaltitlán,15.211938,-92.576024
7,Chiapas,72,Pueblo Nuevo Solistahuacán,17.157568,-92.897322
7,Chiapas,73,Rayón,17.200503,-93.011217
7,Chiapas,74,Reforma,17.865812,-93.147108
7,Chiapas,75,Las Rosas,16.364132,-92.369581
7,Chiapas,76,Sabanilla,17.283484,-92.55172
7,Chiapas,77,Salto de Agua,17.557021,-92.333422
7,Chiapas,78,San Cristóbal de las Casas,16.737022,-92.637564
7,Chiapas,79,San Fernando,16.871712,-93.206285
7,Chiapas,80,Siltepec,15.557185,-92.32286
7,Chiapas,81,Simojovel,17.140826,-92.715208
7,Chiapas,82,Sitalá,17.025051,-92.307743
7,Chiapas,83,Socoltenango,16.242949,-92.350316
7,Chiapas,84,Solosuchiapa,17.428656,-93.031179
7,Chiapas,85,Soyaló,16.890993,-92.92529
7,Chiapas,86,Suchiapa,16.621958,-93.104794
7,Chiapas,87,Suchiate,14.679452,-92.150942
7,Chiapas,88,Sunuapa,17.489378,-93.243169
7,Chiapas,89,Tapachula,14.911071,-92.26432
7,Chiapas,90,Tapalapa,17.190048,-93.104605
7,Chiapas,91,Tapilula,17.248403,-93.016258
7,Chiapas,92,Tecpatán,17.136478,-93.311165
7,Chiapas,93,Tenejapa,16.819017,-92.506492
7,Chiapas,94,Teopisca,16.541514,-92.472597
7,Chiapas,96,Tila,17.300635,-92.425865
7,Chiapas,97,Tonalá,16.091356,-93.751783
7,Chiapas,98,Totolapa,16.544733,-92.680376
7,Chiapas,99,La Trinitaria,16.119059,-92.050469
7,Chiapas,100,Tumbalá,17.278463,-92.315988
7,Chiapas,101,Tuxtla Gutiérrez,16.753972,-93.115192
7,Chiapas,102,Tuxtla Chico,14.94019,-92.16897
7,Chiapas,103,Tuzantán,15.146063,-92.421621
7,Chiapas,104,Tzimol,16.184231,-92.187937
7,Chiapas,105,Unión Juárez,15.060656,-92.081888
7,Chiapas,106,Venustiano Carranza,16.339617,-92.565135
7,Chiapas,107,Villa Corzo,16.184751,-93.267684
7,Chiapas,108,Villaflores,16.235486,-93.267708
7,Chiapas,109,Yajalón,17.17391,-92.333944
7,Chiapas,110,San Lucas,16.611637,-92.719342
7,Chiapas,111,Zinacantán,16.760119,-92.723581
7,Chiapas,112,San Juan Cancuc,16.892243,-92.371953
7,Chiapas,113,Aldama,16.917818,-92.688192
7,Chiapas,114,Benemérito de las Américas,16.515828,-90.653302
7,Chiapas,115,Maravilla Tenejapa,16.140397,-91.295104
7,Chiapas,116,Marqués de Comillas,16.333133,-90.765283
7,Chiapas,117,Montecristo de Guerrero,15.693918,-92.61926
7,Chiapas,118,San Andrés Duraznal,17.131998,-92.804988
7,Chiapas,119,Santiago el Pinar,16.941438,-92.714596
7,Chiapas,120,Capitán Luis Ángel Vidal,15.601128,-92.629098
7,Chiapas,121,Rincón Chamula San Pedro,17.209471,-92.93757
7,Chiapas,122,El Parral,16.366228,-93.006711
7,Chiapas,123,Emiliano Zapata,16.539172,-92.896724
7,Chiapas,124,Mezcalapa,17.189223,-93.604773
8,Chihuahua,1,Ahumada,30.617734,-106.512415
8,Chihuahua,4,Aquiles Serdán,28.594503,-105.887474
8,Chihuahua,5,Ascensión,31.092176,-107.995949
8,Chihuahua,6,Bachíniva,28.764943,-107.253622
8,Chihuahua,7,Balleza,26.954108,-106.346923
8,Chihuahua,8,Batopilas de Manuel Gómez Morín,27.026652,-107.73971
8,Chihuahua,9,Bocoyna,27.840743,-107.589253
8,Chihuahua,10,Buenaventura,29.843371,-107.471314
8,Chihuahua,11,Camargo,27.694963,-105.17162
8,Chihuahua,12,Carichí,27.916532,-107.05681
8,Chihuahua,13,Casas Grandes,30.375704,-107.948805
8,Chihuahua,14,Coronado,26.737615,-105.158312
8,Chihuahua,15,Coyame del Sotol,29.462043,-105.094358
8,Chihuahua,16,La Cruz,27.863889,-105.196389
8,Chihuahua,18,Cusihuiriachi,28.241111,-106.836667
8,Chihuahua,19,Chihuahua,28.636794,-106.076307
8,Chihuahua,20,Chínipas,27.39281,-108.536229
8,Chihuahua,21,Delicias,28.193333,-105.471111
8,Chihuahua,22,Dr. Belisario Domínguez,28.154667,-106.47703
8,Chihuahua,23,Galeana,30.112949,-107.616744
8,Chihuahua,24,Santa Isabel,28.343346,-106.368054
8,Chihuahua,25,Gómez Farías,29.357019,-107.738655
8,Chihuahua,26,Gran Morelos,28.247824,-106.510123
8,Chihuahua,27,Guachochi,26.819153,-107.069362
8,Chihuahua,28,Guadalupe,31.390107,-106.101754
8,Chihuahua,29,Guadalupe y Calvo,26.094516,-106.964369
8,Chihuahua,30,Guazapares,27.276382,-108.279956
8,Chihuahua,32,Hidalgo del Parral,26.922088,-105.667143
8,Chihuahua,33,Huejotitán,27.05467,-106.179456
8,Chihuahua,34,Ignacio Zaragoza,29.643212,-107.764195
8,Chihuahua,35,Janos,30.887258,-108.18985
8,Chihuahua,38,Julimes,28.423056,-105.430556
8,Chihuahua,39,López,27.0025,-105.033056
8,Chihuahua,40,Madera,29.19,-108.141389
8,Chihuahua,41,Maguarichi,27.859303,-107.993956
8,Chihuahua,42,Manuel Benavides,29.107386,-103.907816
8,Chihuahua,43,Matachí,28.843228,-107.754648
8,Chihuahua,45,Meoqui,28.267797,-105.480291
8,Chihuahua,47,Moris,28.148384,-108.523238
8,Chihuahua,48,Namiquipa,29.25076,-107.408872
8,Chihuahua,49,Nonoava,27.472054,-106.735332
8,Chihuahua,50,Nuevo Casas Grandes,30.413986,-107.912103
8,Chihuahua,52,Ojinaga,29.564501,-104.415665
8,Chihuahua,53,Praxedis G. Guerrero,31.372068,-106.005395
8,Chihuahua,54,Riva Palacio,28.546008,-106.502632
8,Chihuahua,55,Rosales,28.186944,-105.554444
8,Chihuahua,56,Rosario,27.319641,-106.295498
8,Chihuahua,57,San Francisco de Borja,27.901821,-106.684916
8,Chihuahua,58,San Francisco de Conchos,27.588552,-105.334641
8,Chihuahua,59,San Francisco del Oro,26.858994,-105.85008
8,Chihuahua,60,Santa Bárbara,26.8021,-105.8181
8,Chihuahua,61,Satevó,27.956034,-106.107204
8,Chihuahua,62,Saucillo,28.032674,-105.288032
8,Chihuahua,63,Temósachic,28.952758,-107.829839
8,Chihuahua,64,El Tule,27.053613,-106.266253
8,Chihuahua,65,Urique,27.212715,-107.914305
8,Chihuahua,66,Uruachi,27.867924,-108.215195
8,Chihuahua,67,Valle de Zaragoza,27.457132,-105.810994
9,Ciudad de México,2,Azcapotzalco,19.484103,-99.184361
9,Ciudad de México,3,Coyoacán,19.350214,-99.162146
9,Ciudad de México,4,Cuajimalpa de Morelos,19.35735,-99.299792
9,Ciudad de México,5,Gustavo A. Madero,19.482945,-99.113471
9,Ciudad de México,6,Iztacalco,19.395901,-99.097613
9,Ciudad de México,7,Iztapalapa,19.359004,-99.092623
9,Ciudad de México,8,La Magdalena Contreras,19.304898,-99.241516
9,Ciudad de México,9,Milpa Alta,19.191249,-99.023372
9,Ciudad de México,10,Álvaro Obregón,19.390806,-99.195413
9,Ciudad de México,11,Tláhuac,19.270566,-99.004846
9,Ciudad de México,12,Tlalpan,19.288275,-99.167126
9,Ciudad de México,13,Xochimilco,19.263462,-99.104913
9,Ciudad de México,14,Benito Juárez,19.371992,-99.157853
9,Ciudad de México,16,Miguel Hidalgo,19.407269,-99.190754
10,Durango,1,Canatlán,24.527263,-104.778374
10,Durango,2,Canelas,25.122971,-106.545633
10,Durango,3,Coneto de Comonfort,24.979125,-104.768917
10,Durango,4,Cuencamé,24.870939,-103.698462
10,Durango,5,Durango,24.023988,-104.670194
10,Durango,6,General Simón Bolívar,24.689074,-103.225975
10,Durango,7,Gómez Palacio,25.570107,-103.496417
10,Durango,8,Guadalupe Victoria,24.446433,-104.12366
10,Durango,9,Guanaceví,25.931662,-105.954432
10,Durango,11,Indé,25.912021,-105.223791
10,Durango,12,Lerdo,25.536552,-103.524849
10,Durango,13,Mapimí,25.833324,-103.848194
10,Durango,14,Mezquital,23.47353,-104.396744
10,Durango,15,Nazas,25.227777,-104.113803
10,Durango,16,Nombre de Dios,23.848172,-104.244767
10,Durango,18,El Oro,25.949324,-105.364866
10,Durango,19,Otáez,24.698689,-105.994058
10,Durango,20,Pánuco de Coronado,24.401024,-104.319264
10,Durango,21,Peñón Blanco,24.792509,-104.034267
10,Durango,22,Poanas,23.975092,-104.044136
10,Durango,23,Pueblo Nuevo,23.778151,-105.360192
10,Durango,24,Rodeo,25.180719,-104.560444
10,Durango,25,San Bernardo,26.000787,-105.523257
10,Durango,26,San Dimas,24.102182,-105.931245
10,Durango,27,San Juan de Guadalupe,24.630853,-102.782055
10,Durango,28,San Juan del Río,24.778255,-104.459226
10,Durango,29,San Luis del Cordero,25.417649,-104.277786
10,Durango,30,San Pedro del Gallo,25.565864,-104.292834
10,Durango,31,Santa Clara,24.475444,-103.357222
10,Durango,32,Santiago Papasquiaro,25.03908,-105.420945
10,Durango,33,Súchil,23.622163,-103.92187
10,Durango,34,Tamazula,24.970316,-106.966602
10,Durango,35,Tepehuanes,25.343209,-105.723002
10,Durango,36,Tlahualilo,26.107386,-103.439236
10,Durango,37,Topia,25.209023,-106.571196
10,Durango,38,Vicente Guerrero,23.731111,-103.987778
10,Durango,39,Nuevo Ideal,24.888313,-105.074205
11,Guanajuato,2,Acámbaro,20.03538,-100.719326
11,Guanajuato,3,San Miguel de Allende,20.904013,-100.713381
11,Guanajuato,4,Apaseo el Alto,20.457171,-100.621626
11,Guanajuato,5,Apaseo el Grande,20.545284,-100.688217
11,Guanajuato,6,Atarjea,21.26704,-99.720267
11,Guanajuato,7,Celaya,20.521524,-100.813573
11,Guanajuato,8,Manuel Doblado,20.727518,-101.95279
11,Guanajuato,9,Comonfort,20.720048,-100.761202
11,Guanajuato,10,Coroneo,20.198611,-100.364444
11,Guanajuato,11,Cortazar,20.483506,-100.963729
11,Guanajuato,12,Cuerámaro,20.626478,-101.670386
11,Guanajuato,13,Doctor Mora,21.14264,-100.318949
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,21.1592,-100.917236
11,Guanajuato,15,Guanajuato,21.016098,-101.253621
11,Guanajuato,16,Huanímaro,20.368274,-101.496867
11,Guanajuato,17,Irapuato,20.672801,-101.348117
11,Guanajuato,18,Jaral del Progreso,20.376517,-101.063975
11,Guanajuato,19,Jerécuaro,20.150034,-100.510528
11,Guanajuato,20,León,21.121972,-101.6832
11,Guanajuato,21,Moroleón,20.13187,-101.189209
11,Guanajuato,23,Pénjamo,20.431795,-101.725044
11,Guanajuato,25,Purísima del Rincón,21.029579,-101.878099
11,Guanajuato,26,Romita,20.871215,-101.517117
11,Guanajuato,27,Salamanca,20.568681,-101.199915
11,Guanajuato,28,Salvatierra,20.216118,-100.88136
11,Guanajuato,29,San Diego de la Unión,21.466387,-100.873316
11,Guanajuato,30,San Felipe,21.479336,-101.215945
11,Guanajuato,31,San Francisco del Rincón,21.018681,-101.858518
11,Guanajuato,32,San José Iturbide,21.000822,-100.38572
11,Guanajuato,33,San Luis de la Paz,21.298816,-100.515126
11,Guanajuato,34,Santa Catarina,21.139878,-100.066913
11,Guanajuato,35,Santa Cruz de Juventino Rosas,20.6432,-100.994037
11,Guanajuato,36,Santiago Maravatío,20.172407,-100.995226
11,Guanajuato,37,Silao de la Victoria,20.94445,-101.426216
11,Guanajuato,38,Tarandacuao,20.003968,-100.516329
11,Guanajuato,39,Tarimoro,20.288541,-100.755942
11,Guanajuato,40,Tierra Blanca,21.100003,-100.159154
11,Guanajuato,41,Uriangato,20.141012,-101.178051
11,Guanajuato,42,Valle de Santiago,20.391322,-101.18143
11,Guanajuato,43,Victoria,21.212172,-100.215936
11,Guanajuato,44,Villagrán,20.511372,-100.996503
11,Guanajuato,45,Xichú,21.298608,-100.059612
11,Guanajuato,46,Yuriria,20.212743,-101.130933
12,Guerrero,1,Acapulco de Juárez,16.861867,-99.886558
12,Guerrero,2,Ahuacuotzingo,17.714089,-98.934908
12,Guerrero,3,Ajuchitlán del Progreso,18.159555,-100.496057
12,Guerrero,4,Alcozauca de Guerrero,17.463524,-98.383888
12,Guerrero,5,Alpoyeca,17.670064,-98.513239
12,Guerrero,6,Apaxtla,18.130078,-99.932314
12,Guerrero,7,Arcelia,18.315825,-100.283952
12,Guerrero,8,Atenango del Río,18.104343,-99.107803
12,Guerrero,9,Atlamajalcingo del Monte,17.311655,-98.605085
12,Guerrero,10,Atlixtac,17.563679,-98.933232
12,Guerrero,11,Atoyac de Álvarez,17.212739,-100.433129
12,Guerrero,12,Ayutla de los Libres,16.965287,-99.097384
12,Guerrero,13,Azoyú,16.73296,-98.601091
12,Guerrero,15,Buenavista de Cuéllar,18.457887,-99.405342
12,Guerrero,16,Coahuayutla de José María Izazaga,18.316395,-101.734611
12,Guerrero,17,Cocula,18.235866,-99.66119
12,Guerrero,18,Copala,16.608759,-98.978624
12,Guerrero,19,Copalillo,18.034151,-99.041724
12,Guerrero,20,Copanatoyac,17.461845,-98.713463
12,Guerrero,21,Coyuca de Benítez,17.009002,-100.089367
12,Guerrero,22,Coyuca de Catalán,18.331019,-100.698566
12,Guerrero,23,Cuajinicuilapa,16.471986,-98.416745
12,Guerrero,24,Cualác,17.742762,-98.660728
12,Guerrero,25,Cuautepec,16.749003,-99.001546
12,Guerrero,26,Cuetzala del Progreso,18.134141,-99.831486
12,Guerrero,27,Cutzamala de Pinzón,18.465244,-100.578513
12,Guerrero,28,Chilapa de Álvarez,17.594232,-99.177682
12,Guerrero,29,Chilpancingo de los Bravo,17.551649,-99.501063
12,Guerrero,30,Florencio Villarreal,16.723881,-99.123787
12,Guerrero,31,General Canuto A. Neri,18.418485,-100.072052
12,Guerrero,32,General Heliodoro Castillo,17.789448,-99.978318
12,Guerrero,33,Huamuxtitlán,17.802174,-98.565287
12,Guerrero,34,Huitzuco de los Figueroa,18.30598,-99.334303
12,Guerrero,35,Iguala de la Independencia,18.344549,-99.538368
12,Guerrero,36,Igualapa,16.743713,-98.476618
12,Guerrero,37,Ixcateopan de Cuauhtémoc,18.502452,-99.793569
12,Guerrero,38,Zihuatanejo de Azueta,17.650458,-101.548176
12,Guerrero,39,Juan R. Escudero,17.169004,-99.522047
12,Guerrero,40,Leonardo Bravo,17.660802,-99.677341
12,Guerrero,41,Malinaltepec,17.244628,-98.671108
12,Guerrero,42,Mártir de Cuilapan,17.741925,-99.329341
12,Guerrero,43,Metlatónoc,17.195372,-98.407099
12,Guerrero,44,Mochitlán,17.472358,-99.371294
12,Guerrero,45,Olinalá,17.778332,-98.741256
12,Guerrero,46,Ometepec,16.685089,-98.404421
12,Guerrero,47,Pedro Ascencio Alquisiras,18.512364,-99.887018
12,Guerrero,48,Petatlán,17.538207,-101.274552
12,Guerrero,49,Pilcaya,18.747584,-99.676175
12,Guerrero,50,Pungarabato,18.362273,-100.668241
12,Guerrero,51,Quechultenango,17.409167,-99.240833
12,Guerrero,52,San Luis Acatlán,16.808583,-98.733613
12,Guerrero,53,San Marcos,16.797344,-99.390046
12,Guerrero,54,San Miguel Totolapan,18.161267,-100.390821
12,Guerrero,55,Taxco de Alarcón,18.557382,-99.604595
12,Guerrero,56,Tecoanapa,16.988854,-99.260876
12,Guerrero,57,Técpan de Galeana,17.222609,-100.632378
12,Guerrero,58,Teloloapan,18.371809,-99.869573
12,Guerrero,59,Tepecoacuilco de Trujano,18.28699,-99.466694
12,Guerrero,60,Tetipac,18.649385,-99.648982
12,Guerrero,61,Tixtla de Guerrero,17.566724,-99.398271
12,Guerrero,62,Tlacoachistlahuaca,16.809909,-98.301749
12,Guerrero,63,Tlacoapa,17.259948,-98.748211
12,Guerrero,64,Tlalchapa,18.408674,-100.478253
12,Guerrero,65,Tlalixtaquilla de Maldonado,17.574484,-98.369862
12,Guerrero,66,Tlapa de Comonfort,17.546949,-98.582138
12,Guerrero,67,Tlapehuala,18.23976,-100.541574
12,Guerrero,68,La Unión de Isidoro Montes de Oca,17.982333,-101.805685
12,Guerrero,69,Xalpatláhuac,17.470875,-98.606449
12,Guerrero,70,Xochihuehuetlán,17.90564,-98.487661
12,Guerrero,71,Xochistlahuaca,16.792424,-98.242467
12,Guerrero,72,Zapotitlán Tablas,17.422887,-98.781709
12,Guerrero,73,Zirándaro,18.479133,-100.975856
12,Guerrero,74,Zitlala,17.690341,-99.185248
12,Guerrero,75,Eduardo Neri,17.653197,-99.525937
12,Guerrero,76,Acatepec,17.325219,-98.910334
12,Guerrero,77,Marquelia,16.583314,-98.817852
12,Guerrero,78,Cochoapa el Grande,17.192967,-98.45528
12,Guerrero,79,José Joaquín de Herrera,17.448726,-99.024388
12,Guerrero,80,Juchitán,16.627071,-98.636714
12,Guerrero,81,Iliatenco,17.045531,-98.685811
13,Hidalgo,1,Acatlán,20.145848,-98.438434
13,Hidalgo,2,Acaxochitlán,20.158605,-98.203252
13,Hidalgo,3,Actopan,20.269047,-98.942901
13,Hidalgo,4,Agua Blanca de Iturbide,20.349504,-98.356386
13,Hidalgo,5,Ajacuba,20.092516,-99.122185
13,Hidalgo,6,Alfajayucan,20.409971,-99.349589
13,Hidalgo,7,Almoloya,19.703333,-98.403333
13,Hidalgo,8,Apan,19.71,-98.451944
13,Hidalgo,9,El Arenal,20.221374,-98.911089
13,Hidalgo,10,Atitalaquia,20.059155,-99.221129
13,Hidalgo,11,Atlapexco,21.017114,-98.348187
13,Hidalgo,12,Atotonilco el Grande,20.286878,-98.669024
13,Hidalgo,13,Atotonilco de Tula,20.007767,-99.220191
13,Hidalgo,14,Calnali,20.897178,-98.583532
13,Hidalgo,15,Cardonal,20.613389,-99.117069
13,Hidalgo,16,Cuautepec de Hinojosa,20.03547,-98.309738
13,Hidalgo,17,Chapantongo,20.285316,-99.413231
13,Hidalgo,18,Chapulhuacán,21.159418,-98.904588
13,Hidalgo,19,Chilcuautla,20.330831,-99.231693
13,Hidalgo,20,Eloxochitlán,20.746718,-98.809141
13,Hidalgo,22,Epazoyucan,20.018022,-98.636209
13,Hidalgo,24,Huasca de Ocampo,20.203611,-98.577615
13,Hidalgo,25,Huautla,21.031387,-98.286821
13,Hidalgo,26,Huazalingo,20.980303,-98.507748
13,Hidalgo,27,Huehuetla,20.460306,-98.078424
13,Hidalgo,28,Huejutla de Reyes,21.13942,-98.420501
13,Hidalgo,29,Huichapan,20.375313,-99.651181
13,Hidalgo,30,Ixmiquilpan,20.484868,-99.218774
13,Hidalgo,31,Jacala de Ledezma,21.008296,-99.188569
13,Hidalgo,32,Jaltocán,21.133186,-98.538436
13,Hidalgo,33,Juárez Hidalgo,20.783717,-98.828861
13,Hidalgo,34,Lolotla,20.841164,-98.717289
13,Hidalgo,35,Metepec,20.23841,-98.322164
13,Hidalgo,36,San Agustín Metzquititlán,20.532602,-98.638621
13,Hidalgo,37,Metztitlán,20.5947,-98.764144
13,Hidalgo,38,Mineral del Chico,20.215571,-98.731229
